0	SELECT COUNT(*) AS singer_count FROM singer_in_concert	SELECT count(*) FROM singer
1	SELECT AVG(capacity) AS average_capacity, MAX(capacity) AS maximum_capacity FROM stadium	select avg(capacity) ,  max(capacity) from stadium
1	SELECT name, capacity FROM stadium WHERE average = (SELECT MAX(average) FROM stadium)	SELECT name ,  capacity FROM stadium ORDER BY average DESC LIMIT 1
1	SELECT name, capacity FROM stadium WHERE average = (SELECT MAX(average) FROM stadium)	SELECT name ,  capacity FROM stadium ORDER BY average DESC LIMIT 1
0	SELECT COUNT(*) FROM concert WHERE year = 2014 UNION ALL SELECT COUNT(*) FROM concert WHERE year = 2015	SELECT count(*) FROM concert WHERE YEAR  =  2014 OR YEAR  =  2015
1	SELECT COUNT(*) FROM concert WHERE year = 2014 OR year = 2015	SELECT count(*) FROM concert WHERE YEAR  =  2014 OR YEAR  =  2015
0	SELECT stadium.name, COUNT(concert.concert_id) AS num_concerts FROM stadium LEFT JOIN concert ON stadium.stadium_id = concert.stadium_id GROUP BY stadium.name	SELECT T2.name ,  count(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id GROUP BY T1.stadium_id
0	SELECT s.name, COUNT(c.concert_id) FROM stadium s LEFT JOIN concert c ON s.stadium_id = c.stadium_id GROUP BY s.name	SELECT T2.name ,  count(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id GROUP BY T1.stadium_id
0	SELECT name, capacity FROM stadium WHERE stadium_id = (SELECT stadium_id FROM concert WHERE year >= 2014 GROUP BY stadium_id HAVING COUNT(*) >= ALL (SELECT COUNT(*) FROM concert WHERE year >= 2014 GROUP BY stadium_id))	SELECT T2.name ,  T2.capacity FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  >=  2014 GROUP BY T2.stadium_id ORDER BY count(*) DESC LIMIT 1
0	SELECT name, capacity FROM stadium WHERE stadium_id = ( SELECT stadium_id FROM concert GROUP BY stadium_id HAVING COUNT(*) = ( SELECT MAX(concert_count) FROM (SELECT COUNT(*) as concert_count FROM concert WHERE year > 2013 GROUP BY stadium_id) ) )	select t2.name ,  t2.capacity from concert as t1 join stadium as t2 on t1.stadium_id  =  t2.stadium_id where t1.year  >  2013 group by t2.stadium_id order by count(*) desc limit 1
1	SELECT year FROM (SELECT year, ROW_NUMBER() OVER (ORDER BY COUNT(*) DESC) AS rnk FROM concert GROUP BY year) WHERE rnk = 1	SELECT YEAR FROM concert GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1
0	SELECT MAX(year) FROM (SELECT year, COUNT(concert_id) as num_concerts FROM concert GROUP BY year) as subquery	SELECT YEAR FROM concert GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1
1	SELECT s.name FROM stadium s LEFT JOIN concert c ON s.stadium_id = c.stadium_id WHERE c.stadium_id IS NULL	SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert)
1	SELECT s.name FROM stadium s LEFT JOIN concert c ON s.stadium_id = c.stadium_id WHERE c.concert_id IS NULL	SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert)
1	SELECT DISTINCT s1.country FROM singer s1 JOIN singer s2 ON s1.country = s2.country WHERE s1.age > 40 AND s2.age < 30	SELECT country FROM singer WHERE age  >  40 INTERSECT SELECT country FROM singer WHERE age  <  30
0	SELECT name FROM stadium WHERE stadium_id IN (SELECT stadium_id FROM concert WHERE year != 2014)	SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  =  2014
0	SELECT name FROM stadium WHERE NOT EXISTS (SELECT * FROM concert WHERE concert.stadium_id = stadium.stadium_id AND year = 2014)	SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  =  2014
0	SELECT concert.concert_name, concert.theme, COUNT(singer_in_concert.singer_id) AS singer_count FROM concert LEFT JOIN singer_in_concert ON concert.concert_id = singer_in_concert.concert_id GROUP BY concert.concert_name, concert.theme	SELECT T2.concert_name ,  T2.theme ,  count(*) FROM singer_in_concert AS T1 JOIN concert AS T2 ON T1.concert_id  =  T2.concert_id GROUP BY T2.concert_id
0	SELECT concert.concert_name, concert.theme, COUNT(singer_in_concert.singer_id) as number_of_singers FROM concert LEFT JOIN singer_in_concert ON concert.concert_id = singer_in_concert.concert_id GROUP BY concert.concert_name, concert.theme	select t2.concert_name ,  t2.theme ,  count(*) from singer_in_concert as t1 join concert as t2 on t1.concert_id  =  t2.concert_id group by t2.concert_id
0	SELECT s.name, COUNT(sc.concert_id) AS num_concerts FROM singer s LEFT JOIN singer_in_concert sc ON s.singer_id = sc.singer_id GROUP BY s.name	SELECT T2.name ,  count(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id GROUP BY T2.singer_id
0	SELECT name, COUNT(singer_in_concert.concert_id) AS num_concerts FROM singer LEFT JOIN singer_in_concert ON singer.singer_id = singer_in_concert.singer_id GROUP BY singer.name	SELECT T2.name ,  count(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id GROUP BY T2.singer_id
0	SELECT singer.name FROM concert LEFT JOIN singer_in_concert ON concert.concert_id = singer_in_concert.concert_id LEFT JOIN singer ON singer_in_concert.singer_id = singer.singer_id WHERE concert.year = 2014	SELECT T2.name FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id JOIN concert AS T3 ON T1.concert_id  =  T3.concert_id WHERE T3.year  =  2014
0	SELECT name FROM singer WHERE singer_id IN (SELECT singer_id FROM singer_in_concert WHERE concert_id IN (SELECT concert_id FROM concert WHERE year = 2014))	SELECT T2.name FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id JOIN concert AS T3 ON T1.concert_id  =  T3.concert_id WHERE T3.year  =  2014
0	SELECT name, country FROM singer WHERE song_name LIKE '%Hey%' GROUP BY name, country	SELECT name ,  country FROM singer WHERE song_name LIKE '%Hey%'
0	SELECT name, country FROM singer WHERE song_name LIKE '%Hey%' GROUP BY name, country	SELECT name ,  country FROM singer WHERE song_name LIKE '%Hey%'
0	SELECT s.name, s.location FROM stadium s INNER JOIN concert c1 ON s.stadium_id = c1.stadium_id INNER JOIN concert c2 ON s.stadium_id = c2.stadium_id WHERE c1.year = 2014 AND c2.year = 2015	SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2014 INTERSECT SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2015
0	SELECT s.name, s.location FROM stadium s INNER JOIN (SELECT stadium_id FROM concert WHERE year = 2014 INTERSECT SELECT stadium_id FROM concert WHERE year = 2015) c ON s.stadium_id = c.stadium_id	SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2014 INTERSECT SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2015
1	SELECT COUNT(*) FROM concert WHERE stadium_id = (SELECT stadium_id FROM stadium ORDER BY capacity DESC LIMIT 1)	select count(*) from concert where stadium_id = (select stadium_id from stadium order by capacity desc limit 1)
1	SELECT COUNT(*) FROM concert WHERE stadium_id = (SELECT stadium_id FROM (SELECT stadium_id FROM stadium ORDER BY capacity DESC LIMIT 1) )	select count(*) from concert where stadium_id = (select stadium_id from stadium order by capacity desc limit 1)
1	SELECT COUNT(petid) FROM pets WHERE weight > 10	SELECT count(*) FROM pets WHERE weight  >  10
0	SELECT COUNT(*) FROM pets p, has_pet hp WHERE p.weight > 10 AND p.petid = hp.petid	SELECT count(*) FROM pets WHERE weight  >  10
0	SELECT weight FROM pets WHERE pettype = 'dog' AND pet_age = (SELECT min(pet_age) FROM pets WHERE pettype = 'dog') LIMIT 1	SELECT weight FROM pets ORDER BY pet_age LIMIT 1
0	SELECT min(weight) FROM pets WHERE pettype = 'dog' AND pet_age = (SELECT min(pet_age) FROM pets WHERE pettype = 'dog')	SELECT weight FROM pets ORDER BY pet_age LIMIT 1
0	SELECT pettype, weight AS max_weight FROM pets p1 WHERE NOT EXISTS (SELECT * FROM pets p2 WHERE p2.pettype = p1.pettype AND p2.weight > p1.weight)	SELECT max(weight) ,  petType FROM pets GROUP BY petType
1	SELECT pettype, weight FROM pets p1 WHERE weight = (SELECT MAX(weight) FROM pets WHERE pettype = p1.pettype) GROUP BY pettype, weight	SELECT max(weight) ,  petType FROM pets GROUP BY petType
0	SELECT COUNT(*) FROM has_pet hp WHERE EXISTS (SELECT * FROM student WHERE has_pet.stuid = student.stuid AND age > 20)	SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.age  >  20
0	SELECT COUNT(petid) FROM pets WHERE petid IN (SELECT petid FROM has_pet WHERE stuid IN (SELECT stuid FROM student WHERE age > 20))	SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.age  >  20
1	SELECT COUNT(*) FROM has_pet JOIN student ON has_pet.stuid = student.stuid JOIN pets ON has_pet.petid = pets.petid WHERE sex = 'F' AND pettype = 'dog'	SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T2.petid  =  T3.petid WHERE T1.sex  =  'F' AND T3.pettype  =  'dog'
0	SELECT COUNT(*) FROM has_pet JOIN student ON has_pet.stuid = student.stuid JOIN pets ON has_pet.petid = pets.petid WHERE pets.pettype = 'dog' AND student.sex = 'female' GROUP BY student.sex	SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T2.petid  =  T3.petid WHERE T1.sex  =  'F' AND T3.pettype  =  'dog'
0	SELECT distinct pettype FROM pets	SELECT count(DISTINCT pettype) FROM pets
1	SELECT COUNT(*) FROM (SELECT DISTINCT pettype FROM pets) WHERE pettype IS NOT NULL	SELECT count(DISTINCT pettype) FROM pets
0	SELECT fname FROM student WHERE EXISTS (SELECT * FROM has_pet JOIN pets ON has_pet.petid = pets.petid WHERE pettype = 'cat' OR pettype = 'dog')	SELECT DISTINCT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat' OR T3.pettype  =  'dog'
1	SELECT fname FROM student WHERE stuid IN (SELECT stuid FROM has_pet WHERE petid IN (SELECT petid FROM pets WHERE pettype = 'cat' OR pettype = 'dog')) GROUP BY fname	SELECT DISTINCT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat' OR T3.pettype  =  'dog'
0	SELECT fname FROM student WHERE stuid IN (SELECT stuid FROM has_pet JOIN pets ON has_pet.petid = pets.petid WHERE pettype = 'cat') AND stuid IN (SELECT stuid FROM has_pet JOIN pets ON has_pet.petid = pets.petid WHERE pettype = 'dog')	select t1.fname from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid join pets as t3 on t3.petid  =  t2.petid where t3.pettype  =  'cat' intersect select t1.fname from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid join pets as t3 on t3.petid  =  t2.petid where t3.pettype  =  'dog'
0	SELECT fname FROM student WHERE stuid IN (SELECT stuid FROM has_pet WHERE petid IN (SELECT petid FROM pets WHERE pettype = 'cat')) AND stuid IN (SELECT stuid FROM has_pet WHERE petid IN (SELECT petid FROM pets WHERE pettype = 'dog'))	SELECT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat' INTERSECT SELECT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog'
1	SELECT major, age FROM student WHERE NOT EXISTS (SELECT * FROM has_pet WHERE has_pet.stuid = student.stuid AND has_pet.petid IN (SELECT petid FROM pets WHERE pettype = 'cat'))	SELECT major ,  age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')
0	SELECT major, age FROM student s LEFT JOIN has_pet hp ON s.stuid = hp.stuid WHERE hp.petid NOT IN (SELECT petid FROM pets WHERE pettype = 'cat')	SELECT major ,  age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')
1	SELECT stuid FROM student WHERE NOT EXISTS (SELECT 1 FROM has_pet WHERE has_pet.stuid = student.stuid AND has_pet.petid IN (SELECT petid FROM pets WHERE pettype = 'cat'))	SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat'
1	SELECT stuid FROM student WHERE stuid NOT IN (SELECT stuid FROM has_pet) OR stuid NOT IN (SELECT stuid FROM has_pet WHERE petid IN (SELECT petid FROM pets WHERE pettype = 'cat'))	SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat'
0	SELECT s.fname, s.age FROM student s LEFT JOIN has_pet hp1 ON s.stuid = hp1.stuid LEFT JOIN pets p1 ON hp1.petid = p1.petid AND p1.pettype = 'dog' WHERE NOT EXISTS (SELECT 1 FROM has_pet hp2 LEFT JOIN pets p2 ON hp2.petid = p2.petid WHERE hp2.stuid = s.stuid AND p2.pettype = 'cat')	SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')
0	SELECT fname FROM student WHERE stuid IN (SELECT stuid FROM has_pet WHERE petid IN (SELECT petid FROM pets WHERE pettype = 'dog')) AND stuid NOT IN (SELECT stuid FROM has_pet WHERE petid IN (SELECT petid FROM pets WHERE pettype = 'cat'))	SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')
0	SELECT pettype, weight FROM pets WHERE pet_age = (SELECT MIN(pet_age) FROM pets) AND weight = (SELECT MIN(weight) FROM pets) ORDER BY pettype DESC LIMIT 1	SELECT pettype ,  weight FROM pets ORDER BY pet_age LIMIT 1
0	SELECT pettype, weight FROM pets WHERE pet_age = (SELECT MIN(pet_age) FROM pets) UNION SELECT pettype, weight FROM pets WHERE weight = (SELECT MAX(weight) FROM pets)	SELECT pettype ,  weight FROM pets ORDER BY pet_age LIMIT 1
1	SELECT petid, weight FROM pets WHERE pet_age > 1 ORDER BY petid	SELECT petid ,  weight FROM pets WHERE pet_age  >  1
0	SELECT pets.petid, pets.weight FROM pets JOIN has_pet ON pets.petid = has_pet.petid WHERE pets.pet_age > 1	SELECT petid ,  weight FROM pets WHERE pet_age  >  1
0	SELECT pettype, AVG(age) AS average_age, MAX(age) AS max_age FROM pets LEFT JOIN has_pet ON pets.petid = has_pet.petid LEFT JOIN student ON has_pet.stuid = student.stuid GROUP BY pettype	SELECT avg(pet_age) ,  max(pet_age) ,  pettype FROM pets GROUP BY pettype
0	SELECT pettype, AVG(age) as avg_age, MAX(age) as max_age FROM (SELECT pettype, s.age FROM pets p JOIN has_pet hp ON p.petid = hp.petid JOIN student s ON hp.stuid = s.stuid) GROUP BY pettype	SELECT avg(pet_age) ,  max(pet_age) ,  pettype FROM pets GROUP BY pettype
1	SELECT pettype, AVG(weight) average_weight FROM pets GROUP BY pettype HAVING AVG(weight) IS NOT NULL	SELECT avg(weight) ,  pettype FROM pets GROUP BY pettype
1	SELECT pettype, AVG(weight) average_weight FROM pets GROUP BY pettype	SELECT avg(weight) ,  pettype FROM pets GROUP BY pettype
0	SELECT s.fname, s.age FROM student s WHERE EXISTS (SELECT 1 FROM has_pet h WHERE h.stuid = s.stuid)	SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid
0	SELECT fname, age FROM student JOIN has_pet ON student.stuid = has_pet.stuid	SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid
1	SELECT pets.petid FROM pets INNER JOIN has_pet ON pets.petid = has_pet.petid INNER JOIN student ON has_pet.stuid = student.stuid WHERE student.lname = 'Smith'	SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.Lname  =  'Smith'
1	SELECT pets.petid FROM pets JOIN has_pet ON pets.petid = has_pet.petid JOIN student ON has_pet.stuid = student.stuid WHERE student.lname = 'Smith'	SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.Lname  =  'Smith'
1	SELECT student.stuid, COUNT(has_pet.petid) AS num_pets FROM student JOIN has_pet ON student.stuid = has_pet.stuid GROUP BY student.stuid	SELECT count(*) ,  T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid
0	SELECT student.stuid, (SELECT COUNT(petid) FROM has_pet WHERE has_pet.stuid = student.stuid) AS pet_count FROM student	select count(*) ,  t1.stuid from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid group by t1.stuid
1	SELECT s.fname, s.sex FROM student s JOIN (SELECT stuid, COUNT(petid) AS num_pets FROM has_pet GROUP BY stuid) pcount ON s.stuid = pcount.stuid WHERE pcount.num_pets > 1	SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid HAVING count(*)  >  1
1	SELECT s.fname, s.sex FROM student s WHERE EXISTS (SELECT * FROM has_pet h WHERE s.stuid = h.stuid GROUP BY h.stuid HAVING COUNT(h.petid) > 1)	SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid HAVING count(*)  >  1
0	SELECT student.lname FROM student JOIN has_pet ON student.stuid = has_pet.stuid JOIN pets ON has_pet.petid = pets.petid WHERE pettype = 'cat' AND pet_age = 3 LIMIT 1	SELECT T1.lname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pet_age  =  3 AND T3.pettype  =  'cat'
1	SELECT lname FROM student JOIN has_pet ON student.stuid = has_pet.stuid JOIN pets ON has_pet.petid = pets.petid WHERE pettype = 'cat' AND pet_age = 3	SELECT T1.lname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pet_age  =  3 AND T3.pettype  =  'cat'
1	SELECT AVG(age) FROM student WHERE NOT EXISTS (SELECT 1 FROM has_pet WHERE has_pet.stuid = student.stuid)	select avg(age) from student where stuid not in (select stuid from has_pet)
1	SELECT AVG(s.age) FROM student s WHERE NOT EXISTS (SELECT * FROM has_pet hp WHERE s.stuid = hp.stuid)	select avg(age) from student where stuid not in (select stuid from has_pet)
0	SELECT continent FROM continents GROUP BY continent	SELECT count(*) FROM CONTINENTS;
0	SELECT count(distinct continent) as num_continents FROM continents	SELECT count(*) FROM CONTINENTS;
0	SELECT contid, continent, COUNT(*) AS country_count FROM continents JOIN countries ON continents.contid = countries.continent GROUP BY continents.contid	SELECT T1.ContId ,  T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.Continent GROUP BY T1.ContId;
0	SELECT contid, continent, (SELECT COUNT(countryid) FROM countries WHERE countries.continent = continents.contid) AS country_count FROM continents	SELECT T1.ContId ,  T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.Continent GROUP BY T1.ContId;
0	SELECT MAX(countryid) FROM countries	SELECT count(*) FROM COUNTRIES;
1	SELECT COUNT(*) FROM (SELECT countryid FROM countries)	SELECT count(*) FROM COUNTRIES;
1	SELECT fullname, id, COUNT(model) AS num_models FROM car_makers JOIN model_list ON car_makers.id = model_list.maker GROUP BY fullname, id	SELECT T1.FullName ,  T1.Id ,  count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id;
0	SELECT c.id, c.fullname, COUNT(m.modelid) AS num_models FROM car_makers c LEFT JOIN model_list m ON c.id = m.maker GROUP BY c.id	SELECT T1.FullName ,  T1.Id ,  count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id;
0	SELECT model_list.model FROM model_list, cars_data, car_names WHERE model_list.modelid = cars_data.id AND model_list.model = car_names.model AND cars_data.horsepower = (SELECT MIN(horsepower) FROM cars_data) ORDER BY model_list.model LIMIT 1	SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;
1	SELECT model_list.model FROM model_list INNER JOIN car_names ON model_list.model = car_names.model INNER JOIN cars_data ON car_names.makeid = cars_data.id ORDER BY cars_data.horsepower LIMIT 1	SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;
0	SELECT model FROM model_list WHERE modelid IN (SELECT modelid FROM car_names WHERE makeid = (SELECT makeid FROM cars_data WHERE weight < (SELECT AVG(weight) FROM cars_data)))	SELECT T1.model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Weight  <  (SELECT avg(Weight) FROM CARS_DATA)
0	SELECT model FROM model_list WHERE EXISTS (SELECT 1 FROM car_names WHERE model_list.modelid = car_names.modelid AND makeid = cars_data.id AND weight < (SELECT AVG(weight) FROM cars_data))	SELECT T1.model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Weight  <  (SELECT avg(Weight) FROM CARS_DATA)
0	SELECT DISTINCT maker FROM car_makers WHERE id IN (SELECT id FROM cars_data WHERE year = 1970)	SELECT DISTINCT T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model JOIN CARS_DATA AS T4 ON T3.MakeId  =  T4.id WHERE T4.year  =  '1970';
0	SELECT DISTINCT model_list.maker FROM car_makers JOIN model_list ON car_makers.id = model_list.maker JOIN car_names ON model_list.model = car_names.model JOIN cars_data ON car_names.makeid = cars_data.id WHERE cars_data.year = 1970	SELECT DISTINCT T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model JOIN CARS_DATA AS T4 ON T3.MakeId  =  T4.id WHERE T4.year  =  '1970';
0	SELECT car_names.make, MIN(cars_data.year) as production_time FROM car_names INNER JOIN cars_data ON car_names.makeid = cars_data.id GROUP BY car_names.make	SELECT T2.Make ,  T1.Year FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T1.Year  =  (SELECT min(YEAR) FROM CARS_DATA);
